pair,logreg_val,logreg_val_inverted
ee_ee,0.11208884583294432,0.8879111541670557
ee_fi,0.2728999610429285,0.7271000389570714
ee_it,2.315235069275583e-06,0.9999976847649307
ee_sp,0.34282036175910885,0.6571796382408912
fi_ee,0.2728999610429285,0.7271000389570714
fi_fi,0.3959690728756571,0.6040309271243429
fi_it,0.1108897027534139,0.8891102972465861
fi_sp,0.20787976672562522,0.7921202332743748
it_ee,2.315235069275583e-06,0.9999976847649307
it_fi,0.1108897027534139,0.8891102972465861
it_it,0.8633105767754967,0.13668942322450328
it_sp,0.1472932594150344,0.8527067405849655
sp_ee,0.34282036175910885,0.6571796382408912
sp_fi,0.20787976672562522,0.7921202332743748
sp_it,0.1472932594150344,0.8527067405849655
sp_sp,0.5270644689297159,0.4729355310702841
