pair,logreg_val,logreg_val_inverted
du_du,0.051728463762166096,0.9482715362378339
du_ee,0.08754263104144665,0.9124573689585533
du_en,0.07598770765025391,0.9240122923497461
du_fi,0.0896173649041813,0.9103826350958187
du_ge,0.06395681025432291,0.9360431897456771
du_gr,0.07484295253800077,0.9251570474619992
du_he,0.06134004678826928,0.9386599532117307
du_it,0.07710918009210563,0.9228908199078943
du_no,0.06599897621293797,0.9340010237870621
du_ru,0.0720980231741208,0.9279019768258792
du_sp,0.05956410010626119,0.9404358998937388
du_tr,0.041656690970028665,0.9583433090299713
ee_du,0.08754263104144665,0.9124573689585533
ee_ee,0.123247342436857,0.876752657563143
ee_en,0.10216393187670791,0.8978360681232921
ee_fi,0.12884663349062286,0.8711533665093771
ee_ge,0.09535273564814009,0.9046472643518599
ee_gr,0.11703397848926485,0.8829660215107351
ee_he,0.0839501985198207,0.9160498014801793
ee_it,0.10982223137174885,0.8901777686282512
ee_no,0.09387608405159707,0.9061239159484029
ee_ru,0.10081141963818926,0.8991885803618107
ee_sp,0.09033132503821747,0.9096686749617825
ee_tr,0.06096774425653693,0.939032255743463
en_du,0.07598770765025391,0.9240122923497461
en_ee,0.10216393187670791,0.8978360681232921
en_en,0.08954757560534785,0.9104524243946521
en_fi,0.1082526947330617,0.8917473052669382
en_ge,0.08226470184235343,0.9177352981576465
en_gr,0.10060034404070338,0.8993996559592966
en_he,0.07059225644159378,0.9294077435584063
en_it,0.09390094448372971,0.9060990555162702
en_no,0.0788502671352139,0.9211497328647861
en_ru,0.08453990047614841,0.9154600995238515
en_sp,0.07707719404501907,0.9229228059549809
en_tr,0.05118606949851221,0.9488139305014878
fi_du,0.0896173649041813,0.9103826350958187
fi_ee,0.12884663349062286,0.8711533665093771
fi_en,0.1082526947330617,0.8917473052669382
fi_fi,0.1357720405032648,0.8642279594967353
fi_ge,0.09679289497169255,0.9032071050283075
fi_gr,0.12340076897707491,0.8765992310229251
fi_he,0.0873354367515905,0.9126645632484095
fi_it,0.1148961826888974,0.8851038173111025
fi_no,0.09982008644112741,0.9001799135588726
fi_ru,0.10730722823367345,0.8926927717663266
fi_sp,0.09356765114580229,0.9064323488541977
fi_tr,0.06499609935891985,0.9350039006410802
ge_du,0.06395681025432291,0.9360431897456771
ge_ee,0.09535273564814009,0.9046472643518599
ge_en,0.08226470184235343,0.9177352981576465
ge_fi,0.09679289497169255,0.9032071050283075
ge_ge,0.0889032035318588,0.9110967964681412
ge_gr,0.08902185018308409,0.9109781498169159
ge_he,0.07448049034066867,0.9255195096593314
ge_it,0.09033773409959964,0.9096622659004003
ge_no,0.07306434418283156,0.9269356558171684
ge_ru,0.07899172294241905,0.9210082770575809
ge_sp,0.07491109619768076,0.9250889038023192
