pair,logreg_val,logreg_val_inverted
ge_tr,0.052181717409310276,0.9478182825906897
gr_du,0.07484295253800077,0.9251570474619992
gr_ee,0.11703397848926485,0.8829660215107351
gr_en,0.10060034404070338,0.8993996559592966
gr_fi,0.12340076897707491,0.8765992310229251
gr_ge,0.08902185018308409,0.9109781498169159
gr_gr,0.11276787777910817,0.8872321222208919
gr_he,0.08393456682150689,0.9160654331784931
gr_it,0.1072177425877812,0.8927822574122188
gr_no,0.09430486211361905,0.9056951378863809
gr_ru,0.10146085335635069,0.8985391466436493
gr_sp,0.0858037319551883,0.9141962680448117
gr_tr,0.06506300443599294,0.934936995564007
he_du,0.06134004678826928,0.9386599532117307
he_ee,0.0839501985198207,0.9160498014801793
he_en,0.07059225644159378,0.9294077435584063
he_fi,0.0873354367515905,0.9126645632484095
he_ge,0.07448049034066867,0.9255195096593314
he_gr,0.08393456682150689,0.9160654331784931
he_he,0.06270074339568742,0.9372992566043126
he_it,0.07932883447826783,0.9206711655217321
he_no,0.06566885323526539,0.9343311467647346
he_ru,0.07018156225305344,0.9298184377469465
he_sp,0.06701878798281864,0.9329812120171813
he_tr,0.04679693831647689,0.9532030616835231
it_du,0.07710918009210563,0.9228908199078943
it_ee,0.10982223137174885,0.8901777686282512
it_en,0.09390094448372971,0.9060990555162702
it_fi,0.1148961826888974,0.8851038173111025
it_ge,0.09033773409959964,0.9096622659004003
it_gr,0.1072177425877812,0.8927822574122188
it_he,0.07932883447826783,0.9206711655217321
it_it,0.10113711108957872,0.8988628889104213
it_no,0.08631422320722755,0.9136857767927724
it_ru,0.09217312379640231,0.9078268762035977
it_sp,0.0840944050957896,0.9159055949042104
it_tr,0.05954912980933777,0.9404508701906622
no_du,0.06599897621293797,0.9340010237870621
no_ee,0.09387608405159707,0.9061239159484029
no_en,0.0788502671352139,0.9211497328647861
no_fi,0.09982008644112741,0.9001799135588726
no_ge,0.07306434418283156,0.9269356558171684
no_gr,0.09430486211361905,0.9056951378863809
no_he,0.06566885323526539,0.9343311467647346
no_it,0.08631422320722755,0.9136857767927724
no_no,0.07495761110473728,0.9250423888952627
no_ru,0.08040752873765548,0.9195924712623446
no_sp,0.0707001497347814,0.9292998502652186
no_tr,0.05132539176440463,0.9486746082355954
ru_du,0.0720980231741208,0.9279019768258792
ru_ee,0.10081141963818926,0.8991885803618107
ru_en,0.08453990047614841,0.9154600995238515
ru_fi,0.10730722823367345,0.8926927717663266
ru_ge,0.07899172294241905,0.9210082770575809
ru_gr,0.10146085335635069,0.8985391466436493
ru_he,0.07018156225305344,0.9298184377469465
ru_it,0.09217312379640231,0.9078268762035977
ru_no,0.08040752873765548,0.9195924712623446
ru_ru,0.08578019418897478,0.9142198058110252
ru_sp,0.07627247260112165,0.9237275273988783
ru_tr,0.0549371217869527,0.9450628782130472
sp_du,0.05956410010626119,0.9404358998937388
sp_ee,0.09033132503821747,0.9096686749617825
sp_en,0.07707719404501907,0.9229228059549809
sp_fi,0.09356765114580229,0.9064323488541977
sp_ge,0.07491109619768076,0.9250889038023192
sp_gr,0.0858037319551883,0.9141962680448117
sp_he,0.06701878798281864,0.9329812120171813
sp_it,0.0840944050957896,0.9159055949042104
sp_no,0.0707001497347814,0.9292998502652186
sp_ru,0.07627247260112165,0.9237275273988783
sp_sp,0.06825438743048041,0.9317456125695196
sp_tr,0.0491003175568124,0.9508996824431876
tr_du,0.041656690970028665,0.9583433090299713
tr_ee,0.06096774425653693,0.939032255743463
tr_en,0.05118606949851221,0.9488139305014878
tr_fi,0.06499609935891985,0.9350039006410802
tr_ge,0.052181717409310276,0.9478182825906897
tr_gr,0.06506300443599294,0.934936995564007
tr_he,0.04679693831647689,0.9532030616835231
tr_it,0.05954912980933777,0.9404508701906622
tr_no,0.05132539176440463,0.9486746082355954
tr_ru,0.0549371217869527,0.9450628782130472
tr_sp,0.0491003175568124,0.9508996824431876
tr_tr,0.03962362468411393,0.960376375315886
